"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2745-P",60,840.795853947289,"PENJM","Los Angeles","New York","Australia","Local Pumpkin Festival","1107 W","1279 E",322,781,14,"Fairytale",381.378584397945,"medium"
"2658-P",63,850.758493931033,"SUEFJ","Los Angeles","Florida","China","Local Pumpkin Festival","1504 B","1574 T",337,898,-5,"Fairytale",385.897561883418,"medium"
"2631-P",15,841.076934927143,"EIPHB","Los Angeles","California","China","National Pumpkin Festival","1499 H","1837 Q",335,897,-3,"Ghost",381.506080585866,"medium"
"2161-P",30,835.727239928208,"GFGQA","Houston","New York","China","Regional Pumpkin Festival","1427 Z","1561 F",357,1020,-21,"Ghost",379.079499750487,"medium"
"2654-P",2,824.002599650994,"FMVTK","Houston","New York","China","National Pumpkin Festival","1605 Z","1628 E",320,759,9,"Blue Doll",373.761292375288,"medium"
"2222-P",63,821.424539152533,"TIRNL","Chicago","California","China","Local Pumpkin Festival","1274 H","1404 I",335,848,-1,"Big Max",372.591903802807,"medium"
"2529-P",40,822.136405774765,"KIKRB","New York","California","China","National Pumpkin Festival","1693 V","1023 I",334,820,1,"Big Max",372.91480107138,"medium"
"2986-P",26,821.68282907363,"BIFWY","Los Angeles","New York","USA","Regional Pumpkin Festival","1726 N","1784 Y",337,880,-11,"Big Max",372.709062140363,"medium"
"2259-P",20,803.503387418576,"JHSXE","Nottingham","California","China","Regional Pumpkin Festival","1252 M","1936 B",339,900,-10,"Blue Doll",364.463006107855,"medium"
"2453-P",10,809.959294496104,"INJIE","Chicago","California","Australia","National Pumpkin Festival","1637 D","1092 A",329,804,-1,"Fairytale",367.391356302107,"medium"
"2567-P",73,815.689350142144,"LKUOB","Houston","California","China","Local Pumpkin Festival","1726 E","1401 Z",315,731,9,"Big Max",369.990465825005,"medium"
"2484-P",83,818.849959464371,"TPOIS","New York","Florida","China","Regional Pumpkin Festival","1596 X","1753 G",332,835,-5,"Ghost",371.424094099321,"medium"
"2795-P",53,797.589282291941,"JUFUZ","Paris","Florida","Australia","Regional Pumpkin Festival","1630 I","1230 C",330,809,3,"Big Max",361.780413144786,"medium"
"2555-P",50,810.019342775457,"TNXPL","Houston","New York","Australia","Regional Pumpkin Festival","1017 K","1087 H",317,738,12,"Blue Doll",367.418593743476,"medium"
"2617-P",33,807.481858076528,"TLPHP","Nottingham","California","China","Local Pumpkin Festival","1197 Z","1487 K",334,868,-8,"Fairytale",366.267610044084,"medium"
"2977-P",77,801.541620638222,"QRMKG","Los Angeles","Florida","China","Local Pumpkin Festival","1511 Y","1355 H",322,781,-1,"Ghost",363.573163663821,"medium"
"2476-P",66,792.695696326718,"ACJPI","New York","New York","Australia","Regional Pumpkin Festival","1382 Y","1195 N",330,858,-2,"Ghost",359.56071988716,"medium"
"2570-P",50,794.395069844089,"IVIQT","Houston","New York","USA","Local Pumpkin Festival","1766 I","1127 L",329,847,-7,"Big Max",360.331542749067,"medium"
"2481-P",20,785.135606424883,"UEAFU","Nottingham","Texas","USA","National Pumpkin Festival","1863 Q","1934 G",307,697,18,"Blue Doll",356.131520788298,"medium"
"2795-P",21,799.379056530073,"KZXXF","Chicago","Florida","China","National Pumpkin Festival","1897 L","1882 P",341,912,-12,"Fairytale",362.592241083906,"medium"
"2149-P",21,790.341687871329,"CUJKE","New York","Florida","Australia","Regional Pumpkin Festival","1640 T","1879 P",329,778,3,"Blue Doll",358.492959611985,"medium"
"2734-P",28,783.302041758783,"SICBQ","New York","Florida","USA","National Pumpkin Festival","1544 Z","1915 M",328,824,-6,"Fairytale",355.299829845157,"medium"
"2802-P",91,776.751359764487,"MARWJ","Los Angeles","Florida","China","Local Pumpkin Festival","1124 Y","1941 Q",332,822,-8,"Ghost",352.328490471755,"medium"
"2590-P",42,789.971748514101,"NWIFS","New York","Texas","USA","National Pumpkin Festival","1972 B","1492 Y",325,792,-1,"Fairytale",358.325157942043,"medium"
"2903-P",27,787.81824538298,"HWXKO","Los Angeles","Florida","China","Regional Pumpkin Festival","1067 G","1984 F",293,603,30,"Big Max",357.348345352176,"medium"
"2646-P",19,780.43680609297,"GPDLL","Houston","Texas","Australia","Local Pumpkin Festival","1543 Z","1416 B",309,709,12,"Big Max",354.000180807802,"medium"
"2630-P",3,785.67601898592,"YSHCY","New York","Florida","China","National Pumpkin Festival","1660 V","1103 U",323,804,-7,"Blue Doll",356.376647802842,"medium"
"2389-P",52,771.896049723029,"OARDH","Nottingham","California","Australia","Local Pumpkin Festival","1774 D","1718 O",343,914,-12,"Ghost",350.126158881119,"medium"
"2289-P",80,761.789857778698,"ECFIR","Chicago","New York","China","Local Pumpkin Festival","1450 U","1477 Z",321,767,1,"Blue Doll",345.542067321571,"medium"
"2599-P",92,772.138698885217,"LYTLF","Chicago","New York","USA","Regional Pumpkin Festival","1762 L","1416 R",310,725,4,"Ghost",350.236222689767,"medium"
"2649-P",79,756.193332420662,"GGEOP","Los Angeles","Florida","USA","Regional Pumpkin Festival","1322 E","1765 X",317,725,2,"Ghost",343.003526118525,"medium"
"2313-P",37,763.047114911303,"CGRCP","Chicago","Florida","China","National Pumpkin Festival","1796 G","1225 L",341,877,-11,"Ghost",346.112349564527,"medium"
"2696-P",74,764.364780896343,"RUMXA","Paris","Florida","USA","Regional Pumpkin Festival","1838 Z","1427 J",328,801,-3,"Fairytale",346.710032802051,"medium"
"2458-P",46,760.539237668738,"SVNED","Paris","Florida","USA","Local Pumpkin Festival","1329 Q","1240 F",327,788,-8,"Blue Doll",344.974795581449,"medium"
"2100-P",1,752.973480057903,"WEAMG","New York","New York","Australia","Regional Pumpkin Festival","1898 B","1239 W",319,750,3,"Ghost",341.543025653027,"medium"
"2749-P",48,757.407753514126,"ZFVPH","Nottingham","Florida","Australia","Regional Pumpkin Festival","1931 S","1395 V",313,687,13,"Ghost",343.55437826095,"medium"
"2950-P",60,740.46431767568,"ATLSN","New York","New York","China","Regional Pumpkin Festival","1162 P","1582 C",320,790,-8,"Ghost",335.868965036601,"medium"
"2952-P",34,740.454964852519,"GVGUE","Paris","New York","USA","Local Pumpkin Festival","1901 O","1106 Q",335,842,-8,"Big Max",335.864722667374,"medium"
"2528-P",5,743.990039248019,"TDMWZ","Chicago","Florida","Australia","Regional Pumpkin Festival","1648 J","1715 O",328,827,-10,"Blue Doll",337.4682054419,"medium"
"2238-P",15,732.016236217692,"GPWOC","Chicago","Florida","Australia","Local Pumpkin Festival","1453 H","1589 D",330,851,-17,"Blue Doll",332.036979742906,"medium"
"2229-P",87,733.570836445317,"UWBKU","Los Angeles","Texas","USA","Regional Pumpkin Festival","1773 K","1992 G",297,618,14,"Blue Doll",332.742134545148,"medium"
"2697-P",29,722.32376458589,"TRPZZ","Chicago","New York","China","Local Pumpkin Festival","1322 Z","1990 F",330,785,-13,"Fairytale",327.640548560592,"medium"
"2397-P",42,707.143707193434,"DOOCB","Nottingham","California","Australia","Regional Pumpkin Festival","1189 J","1579 A",307,705,6,"Blue Doll",320.754990345438,"medium"
"2977-P",13,707.99864620436,"JFTEB","Nottingham","Texas","USA","National Pumpkin Festival","1224 C","1358 K",316,743,-8,"Fairytale",321.142784157934,"medium"
"2194-P",49,718.399171319976,"BNEZO","Chicago","New York","USA","Local Pumpkin Festival","1496 S","1489 C",309,699,-1,"Fairytale",325.860382998328,"medium"
"2802-P",59,710.21583947856,"XYGRQ","Houston","Florida","China","Regional Pumpkin Festival","1197 A","1134 L",309,705,6,"Ghost",322.14848611077,"medium"
"2608-P",5,704.066567929462,"RFLRH","Houston","Florida","USA","National Pumpkin Festival","1563 H","1416 R",309,644,12,"Big Max",319.359223452702,"medium"
"2546-P",4,712.487446925603,"KASAI","Paris","Texas","China","Regional Pumpkin Festival","1301 L","1789 R",329,786,-6,"Big Max",323.178869917248,"medium"
"2559-P",74,699.74179885257,"OQVXK","Chicago","New York","Australia","National Pumpkin Festival","1176 N","1593 A",309,647,9,"Fairytale",317.397541195767,"medium"
"2588-P",75,691.351278774813,"HAKKX","Nottingham","Florida","China","Regional Pumpkin Festival","1672 G","1184 Q",311,663,3,"Big Max",313.591665304973,"medium"
"2025-P",91,701.963053619489,"SAIGE","Nottingham","New York","Australia","Regional Pumpkin Festival","1928 J","1769 M",316,700,5,"Blue Doll",318.405085410713,"medium"
"2759-P",88,700.818134625442,"HMMRE","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1006 O","1618 M",317,767,-14,"Fairytale",317.885758890309,"medium"
"2339-P",64,697.085853640921,"YYJWO","New York","New York","China","Regional Pumpkin Festival","1450 A","1224 I",304,682,6,"Ghost",316.192824711615,"medium"
"2255-P",59,697.252881762572,"HMECZ","Paris","California","Australia","Local Pumpkin Festival","1070 V","1609 L",315,725,-8,"Blue Doll",316.268587393235,"medium"
"2664-P",73,685.818141416647,"SDNZC","Houston","Florida","China","National Pumpkin Festival","1180 L","1648 O",322,751,-3,"Ghost",311.081876415042,"medium"
"2245-P",77,689.973077375442,"PRWHS","Paris","New York","USA","Local Pumpkin Festival","1469 X","1657 E",304,643,9,"Fairytale",312.966523665371,"medium"
"2616-P",71,679.609500912018,"IIWNF","Chicago","Florida","China","National Pumpkin Festival","1156 R","1259 E",318,710,-4,"Fairytale",308.265684451708,"medium"
"2423-P",74,694.195020272397,"GACEZ","New York","Florida","USA","National Pumpkin Festival","1122 Z","1375 Y",303,624,15,"Blue Doll",314.881564751611,"medium"
"2746-P",86,694.318575005978,"MXSZO","New York","Texas","China","Local Pumpkin Festival","1084 L","1935 P",306,684,-4,"Big Max",314.937608236088,"medium"
"2063-P",39,689.258821403608,"YEMQO","Nottingham","Texas","Australia","National Pumpkin Festival","1058 Z","1015 L",297,627,14,"Blue Doll",312.642542606048,"medium"
"2080-P",77,676.78500513453,"THJYG","Nottingham","Texas","China","National Pumpkin Festival","1834 D","1246 X",308,678,2,"Blue Doll",306.984514716868,"medium"
"2568-P",51,682.725271370634,"BBZOY","Los Angeles","New York","Australia","National Pumpkin Festival","1841 L","1492 Y",309,644,2,"Fairytale",309.678974159593,"medium"
"2552-P",98,666.866514869034,"EEOVF","Paris","California","Australia","Regional Pumpkin Festival","1963 D","1863 V",311,702,-2,"Big Max",302.485563206747,"medium"
"2205-P",43,678.030766865239,"OPXQE","New York","California","China","Regional Pumpkin Festival","1560 Q","1194 X",305,685,2,"Big Max",307.549582733229,"medium"
"2624-P",3,680.486386477016,"ZPOJD","New York","Florida","USA","Regional Pumpkin Festival","1141 G","1890 M",308,695,-6,"Blue Doll",308.663433053688,"medium"
"2038-P",72,673.593648881838,"ZMYLE","New York","Florida","China","National Pumpkin Festival","1758 N","1731 H",306,679,-5,"Fairytale",305.536939869481,"medium"
"2534-P",42,662.001147772372,"JBCXK","Los Angeles","New York","China","Regional Pumpkin Festival","1059 G","1338 S",316,710,-5,"Blue Doll",300.278669812601,"medium"
"2441-P",62,657.886229406111,"SXYZL","Paris","New York","China","Local Pumpkin Festival","1163 P","1832 C",310,670,-2,"Ghost",298.412174236927,"medium"
"2977-P",83,652.500371258706,"BVCQL","Paris","California","USA","Regional Pumpkin Festival","1344 N","1447 A",308,635,2,"Big Max",295.969190073313,"medium"
"2472-P",97,655.965860343538,"TYQFN","New York","California","China","National Pumpkin Festival","1716 R","1082 S",317,722,-11,"Ghost",297.54110948183,"medium"
"2188-P",39,657.769119565375,"MZURC","Los Angeles","Florida","USA","Local Pumpkin Festival","1066 F","1415 Y",301,644,5,"Ghost",298.359054106673,"medium"
"2024-P",54,648.159686796367,"KAMOW","Chicago","Texas","USA","Local Pumpkin Festival","1248 J","1813 E",308,660,-6,"Big Max",294.000288718968,"medium"
"2730-P",73,654.282756252214,"SCVAX","Nottingham","Florida","China","National Pumpkin Festival","1211 B","1450 J",299,634,5,"Blue Doll",296.777666307449,"medium"
"2675-P",60,643.929501808807,"OASVB","Los Angeles","Texas","China","Regional Pumpkin Festival","1163 Y","1379 V",305,652,-4,"Blue Doll",292.081509083313,"medium"
"2127-P",77,642.691853376105,"RUPRH","Houston","California","China","National Pumpkin Festival","1725 A","1191 E",295,614,0,"Ghost",291.520121197026,"medium"
"2396-P",36,639.050700389035,"XBHVM","Chicago","New York","China","National Pumpkin Festival","1350 S","1842 R",311,689,-6,"Big Max",289.868521982703,"medium"
"2661-P",80,633.54345098231,"GFQWT","Houston","New York","Australia","Regional Pumpkin Festival","1772 S","1008 G",292,603,9,"Fairytale",287.370475670031,"medium"
"2193-P",24,632.223069843836,"EDQLK","Los Angeles","New York","USA","National Pumpkin Festival","1868 O","1023 F",307,672,-7,"Big Max",286.771560859625,"medium"
"2921-P",26,626.560028062202,"HDKLD","Houston","Florida","Australia","Regional Pumpkin Festival","1375 R","1088 S",301,654,-5,"Blue Doll",284.202848314331,"medium"
"2457-P",27,618.197064141743,"UZKXH","Chicago","California","Australia","National Pumpkin Festival","1037 V","1653 K",308,652,-10,"Big Max",280.409471686244,"medium"
"2036-P",59,615.010360187851,"ADMIK","Paris","Florida","USA","Regional Pumpkin Festival","1755 J","1717 H",310,646,-2,"Fairytale",278.964007086098,"medium"
"2291-P",91,610.714360882528,"IZOEL","Paris","California","Australia","Regional Pumpkin Festival","1163 O","1901 P",292,572,13,"Fairytale",277.015374578044,"medium"
"2756-P",62,616.205061840266,"YOSFI","New York","Texas","Australia","Regional Pumpkin Festival","1450 R","1528 Q",261,403,49,"Big Max",279.505914640514,"medium"
"2381-P",57,625.245942482911,"BLRFU","Los Angeles","Texas","Australia","National Pumpkin Festival","1650 A","1822 I",303,641,-5,"Big Max",283.606789121537,"medium"
"2192-P",69,619.538456799462,"XOOAL","Los Angeles","New York","China","Regional Pumpkin Festival","1326 V","1222 K",306,643,-5,"Ghost",281.01791716147,"medium"
"2229-P",37,621.221105996519,"GTBCD","Houston","California","China","Local Pumpkin Festival","1326 I","1244 C",292,568,8,"Ghost",281.781153999281,"medium"
"2233-P",66,616.728034301661,"BOYQV","Chicago","Texas","Australia","Regional Pumpkin Festival","1207 H","1435 Q",294,567,11,"Blue Doll",279.743130958922,"medium"
"2105-P",13,614.81980795972,"JYNUC","Chicago","Florida","China","Regional Pumpkin Festival","1534 O","1886 Z",294,589,-2,"Blue Doll",278.877574049259,"medium"
"2570-P",11,608.729217846692,"CXETC","New York","Florida","China","Local Pumpkin Festival","1117 R","1745 Z",314,688,-8,"Blue Doll",276.114928842875,"medium"
"2624-P",15,606.139688733965,"KONXD","New York","Florida","USA","Local Pumpkin Festival","1763 K","1337 J",288,579,2,"Blue Doll",274.940338194464,"medium"
"2391-P",94,595.240111304447,"UZTBK","Chicago","New York","Australia","Local Pumpkin Festival","1349 X","1688 Z",282,531,13,"Big Max",269.996373032064,"medium"
"2880-P",18,601.721009584144,"UYRQS","Los Angeles","Texas","China","National Pumpkin Festival","1444 L","1066 X",297,571,5,"Fairytale",272.936059044946,"medium"
"2938-P",17,606.111374567263,"HJLBH","Los Angeles","Texas","Australia","Local Pumpkin Festival","1502 W","1586 J",303,664,-6,"Blue Doll",274.927495104474,"medium"
"2711-P",67,596.999619685486,"WZYMI","Nottingham","Texas","USA","Regional Pumpkin Festival","1929 E","1169 W",307,661,-9,"Ghost",270.794472609324,"medium"
"2253-P",28,590.097951376066,"JHWIQ","New York","Florida","Australia","National Pumpkin Festival","1285 W","1429 Q",298,631,-3,"Ghost",267.663928521275,"medium"
"2314-P",8,587.563122232445,"ZVTDJ","New York","New York","China","National Pumpkin Festival","1017 N","1984 S",293,575,7,"Big Max",266.514149361511,"medium"
"2603-P",55,572.982330464758,"UPCTD","Nottingham","Florida","China","Local Pumpkin Festival","1790 S","1381 U",284,501,12,"Ghost",259.900413461583,"medium"
"2488-P",65,568.891915944032,"GBUFM","Chicago","Florida","Australia","Regional Pumpkin Festival","1137 C","1897 V",306,638,-14,"Blue Doll",258.045032643289,"medium"
"2703-P",57,566.854772010818,"UAOIG","Chicago","Texas","Australia","National Pumpkin Festival","1769 J","1755 N",280,521,13,"Fairytale",257.120999697816,"medium"
"2313-P",6,572.530595341697,"AZMJY","New York","Texas","Australia","Local Pumpkin Festival","1670 K","1671 G",285,539,9,"Ghost",259.69550985633,"medium"
"2153-P",12,562.760600097477,"YIRCD","Los Angeles","New York","China","National Pumpkin Festival","1815 H","1403 Q",297,612,-5,"Fairytale",255.263914554899,"medium"
"2352-P",75,559.115857272409,"LXPYZ","Los Angeles","Florida","USA","National Pumpkin Festival","1433 X","1437 D",284,557,5,"Blue Doll",253.610687017449,"medium"
"2072-P",24,565.867779484391,"OTMOX","New York","Texas","Australia","Local Pumpkin Festival","1872 W","1649 L",296,606,-12,"Blue Doll",256.673307418206,"medium"
"2134-P",87,557.836037705652,"SKBSI","Houston","Florida","Australia","Local Pumpkin Festival","1562 I","1392 Y",297,589,-8,"Blue Doll",253.030170626505,"medium"
"2596-P",96,564.187967187725,"DBTHK","Houston","New York","China","Regional Pumpkin Festival","1603 F","1051 Q",283,531,3,"Blue Doll",255.911357376767,"medium"
"2633-P",100,550.506540004164,"EDVSE","Houston","California","China","Regional Pumpkin Festival","1196 O","1898 H",277,495,15,"Fairytale",249.705566390389,"medium"
"2015-P",24,545.581272409298,"XSXGX","Houston","California","China","Local Pumpkin Festival","1444 J","1706 U",284,519,8,"Blue Doll",247.471502587276,"medium"
"2402-P",69,543.735588002019,"HTKFQ","New York","New York","Australia","Regional Pumpkin Festival","1965 W","1193 T",279,504,13,"Big Max",246.634314222004,"medium"
"2250-P",78,541.888862119988,"XFJPV","New York","California","China","Local Pumpkin Festival","1972 L","1348 B",330,811,-38,"Big Max",245.796653451731,"medium"
"2333-P",34,544.820083442144,"RGSJF","Nottingham","Texas","USA","Local Pumpkin Festival","1677 M","1004 W",283,499,9,"Blue Doll",247.126233079358,"medium"
"2018-P",66,532.069627496414,"MBCNX","Chicago","Texas","USA","Local Pumpkin Festival","1086 L","1686 E",291,583,-13,"Big Max",241.342723543503,"medium"
"2335-P",55,528.989274674095,"TJJGB","Chicago","Texas","China","Regional Pumpkin Festival","1753 Q","1542 W",271,484,7,"Big Max",239.94549900522,"medium"
"2424-P",13,519.084106853232,"FPODR","Nottingham","California","Australia","Regional Pumpkin Festival","1922 Q","1685 R",296,603,-15,"Big Max",235.452590454339,"medium"
